"When turning, the car evaluated.",other
Cannot get the car doesn't start and doesn't respond when trying to jump start it.,starter
The car won't shift out of the car.,other
It is more squealing or screeching sounds than grinding.,brakes
Front right corner is dented from a collision.,other
my brakes make a terrible sound when stopping.,brakes
I'm hearing a noise and feeling a vibration when I bought the car.,other
"When it rains, the car won't turn on, but it won't go up at all!",other
It makes a grinding noise too.,starter
"sometimes, it won't go up at all!",other
My car does not turn over.,starter
I'm hearing a noise and feeling a vibration when I go over a bump.,other
The car make some squeaking noises when I try to stop and sometimes very bumpy.,brakes
My car makes a sputtering noise and does not start.,starter
Brake pedal vibrates or feels unsteady as you press down,brakes
It won't start and doesn't respond when trying to jump start it.,starter
My back seat seatbelt won't lock.,other
I have a problem with my blinker fluid.,other
Alternator is faulty,starter
"To much technology, and that is ieven getting worse from model to newer model.",other
The gas door won't open.,other
Car takes too long to stop when I press the brake pedal.,brakes
It was really cold out and I could not get the emergency brake to disengage.,brakes
It seems like I have to press the brakes,brakes
My car is making a clicking noise.,other
It then takes several clicks on the left door is scratched.,other
"When I tried to drive, the car made horrible grinding noises.",brakes
Have to cycle the ignition button at least twice before my car but it definitely was not starting.,starter
The left rear window only rolls down but does not roll back up.,other
Then I have to brake the car made horrible grinding noises.,brakes
The car won't shift out of park.,other
Car creates whistle sound each time I start it,starter
The brake squeak and any time the slightest pressure is applied to the brake pedal.,brakes
"When I put the car does not work, you pull the window up, it goes all the way up and then down.",other
Cannot get the car doesnt start.,starter
I can't put gas in my car is now a pile of ashes.,other
The warning indicator light is out.,other
the flux capacitor is misfiring and I hear a grinding noise as I drive.,other
I think my alignment is bad.,other
Metallic scraping or grinding noise,brakes
68F,other
The left rear window only rolls down but does not roll back up.,other
Alternator is faulty,starter
Have to cycle the ignition button at least twice before my car but it definitely was not starting.,starter
The oil change light comes on after an oil change has been performed.,other
Plus it seems it takes more force to stop when I press the brake and the car,brakes
My car makes a weird whirring sound every time I start it,starter
"When I drive, I feel like the car won't start!",other
Spongy brake pedal.,brakes
It is more squealing or screeching sounds than grinding.,brakes
Just that odd clicking noise....,starter
The windshield has a lot of black smoke and acrid smell.,other
I press the brake pedal.,brakes
That is all,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
"Brake pedal engagement varies, sometimes hard sometimes soft",other
It then takes several clicks on the road,other
The car make some squeaking noises when stopping.,brakes
I can hear the starter firing but the engine doesn’t power up,starter
AC doesn't work well.,other
There a loud knocking sound coming from the front of the car.,other
The warning indicator light is out.,other
Please help ASAP!,starter
I'm having an issue with fuel injection sensor or pressure.,other
Aaarrrggghhh!!!!,other
I hear a grinding noise as I drive.,other
My car sounds like its 20 years old when I try to stop,brakes
I'm hearing a noise and feeling a vibration when I open my rear trunk,other
My car drifts when driving over painted lines on the road,other
The other 3 tires report normally.,other
"If I knew what the problem was, I wouldn't be on some website, I'd be fixing it!!",other
Squealing sound,brakes
The pedal feels squishy and pulses when I try to brake again.,brakes
Dashboard computer reboots when traveling above 80mph,other
My car makes a grinding sound for a few seconds and then won't start again.,starter
Sometimes when I press down on the brake pedal vibrates or feels unsteady as you press down,brakes
"I try to start the car, it spits and sputters for a few seconds and then won't start the ignition?",starter
It sputters for a while and never turns over.,starter
Please help ASAP!,starter
Car takes too long to stop,brakes
Fuel economy has gotten very bad.,other
my brakes make a deep grinding metal sound,brakes
Car doesn't always start when it's low on blinker fluid,starter
There's slack in my car is making a clicking noise.,other
"A/C is working, but is not blowing out cold air",other
I came out from work at the end of the day and the car would not start.,starter
Steering wheel shakes when running at speed,other
I have the car won't start!,other
"Car makes a grinding noise, more like a piercing shriek of anguish",brakes
"When I tried to drive, the car made horrible grinding noises.",brakes
"I turn the key, nothing happens.",other
"I turn the key, nothing happens.",other
The car won't start!,other
The other 3 tires report normally.,other
Car dies when I stop at a light or stop sign and then nothing happens.,starter
AC doesn't work,other
It makes a weird whirring sound every time I start it,starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
"When coming to a stop light, I press the brakes",brakes
Car doesn't always start when it's low on blinker fluid,starter
Brake pedal vibrates or feels unsteady as you press down,brakes
"If I try to set it at anything other than MAX COOL, it defaults to full blast cooling.",other
It then takes several clicks on the freeway.,other
"I turn the key in the ignition, I just get a clicking sound - maybe a dead battery?",starter
"The gas door won't open, and I'm all out of gas.",other
the flux capacitor is misfiring and I can't open the damn door to my car,other
It makes a grinding sound for a few seconds and then won't start the ignition?,starter
I can't put gas in my steering wheel.,other
It won't start again.,starter
My battery keeps dying.,other
My cars breaks make a terrible sound when stopping.,brakes
Sometimes when I push hard on the brake pedal.,brakes
It won't start again.,starter
There is a bit short these days.,other
Steering wheel shakes when running at speed,other
Spongy brake pedal.,brakes
I keep my foot firmly pressing down on the brake pedal.,brakes
The air conditioner only blows cold sometimes.,other
The car make some squeaking noises when I press the brake pedal,brakes
Just that odd clicking noise....,starter
"When I hit the start button to turn everything off, everything stays on.",other
The air conditioner only blows cold sometimes.,other
The oil change light comes on after an oil change has been performed.,other
My tire keeps going flat.,other
Not so much a grinding noise,brakes
"To much technology, and that is ieven getting worse from model to newer model.",other
"When I hit the start button to turn everything off, everything stays on.",other
the privacy glass between my driver and my tires seem to be wearing down at different rates.,other
It makes a grinding noise too.,starter
I can hear the starter with a hammer.,starter
Cannot get the car to turn over.,starter
The car pulls to the air bag or seat belt.,other
My air conditioning is whistling whenever it's turned on low.,other
The windshield has a growing crack in it.,other
"The seat belt itself on the fuel line, and apparently it came loose while driving.",other
The driver side window auto function does not roll back up.,other
Car takes too long to stop,brakes
I have replaced the battery since the lights and radio worked but it definitely was not starting.,starter
"I think my car if the control says, eg.",other
There's slack in my car is very slow to get moving and there's a horrible grinding noise as I drive.,other
It sputters for a very long time before finally engaging and actually turning on.,starter
Steering wheel shakes uncontrollably when I accelerate above 60 mph,other
"There's slack in my car if the control says, eg.",other
I can hear the starter firing but the car starts on the the fourth time.,starter
"Brake pedal engagement varies, sometimes hard sometimes soft",other
It was really cold out and I could not get the emergency brake to disengage.,brakes
super frustrating every time I start it,starter
Car does not start.,starter
My window won't roll up.,other
car makes grinding noise and brakes disengage,brakes
It's an intense upper body workout to stay in one lane on the freeway.,other
I hear a grinding noise as I drive.,other
"It won't go, but it kind of won't stop either.",other
My air conditioning doesn't seem to be working.,other
Car dies when I stop at a light or stop sign and then nothing happens.,starter
